,Sentiment,CleanTweet
73,0,nurse in tears after 48hour shift when she finds empty supermarket shelves coronacrisisuk coronaviruspandemic coronacrisisuk coronavirusuk coronavirusupdate covid19 covid19 covid19
74,0,in the meantime we have this stupidity coronacrisis quaratineandchill lockdown dumbteens
75,0,the poorer people in the country are already suffering enough by buying what they can afford when they can afford it without stupid cunts stock piling food and essentials have some decency and sense you pricks covid19 coronaviruspandemic
76,0,be nice to grocery store drugstore and other service industry staff it isnt their fault there are no chickpeas or tp and they are possibly facing a more precarious work situation than you are coronavirus
77,0,there will be no trading and clearing and settlement at the psesccp tomorrow march 17 2020 until further notice due to the enhanced community quarantine implemented in luzon
78,0,hi if covid19 and peoples stupidity give you anxiety dont go to the grocery store i am learning this the hard way dont be like me learn from my mistakes
79,0,hul says will reduce prices increase production of sanitisers and hand wash till government makes up its mind what to do to alleviate the stress on poorest let corporates take lead distribute soap amp sanitisers to daily wage workers
80,0,dont be ashamed thats just words get the supermarkets to impose strict limits on all food so as the idiots who are panic buying amp those who are profiteering stop its a national disgrace amp the supermarkets have n
81,0,if you answer calls from scammers they might ask for money your online banking credentials amp personal info dont give it to them the ftc warns us the surest sign of a scam is anyone who asks you to send cash pay with a gift card or wire money
82,0,ncis civilian law enforcement as well as external government agencies have noted multiple attempts to scam the public regarding covid19 learn more about how to avoid covid19related scams at
83,0,there is an issue with ppe getting through but theres no data to show if the staff affected were wearing it or not covid 19 is airborne virus
84,0,cool always wanted to be in a walking dead episode walkingdead apocalypse apocalypse2020 stophoarding coronavirus soldout grocerystores groceries
85,0,let me be clear if i cant find this exact cereal in the supermarket due to panic buying im going to fucking riot actuallyautistic panicbuyersgettheguillotine coronavirus
86,0,italians have realised there s no need to panic supply chains have kept flowing and supermarket shelves are well stocked says sky s sally lockwood in rome
87,0,clapforcarers and dont forget patonthebackforfeeders for all the supermarket workers and delivery drivers keeping the country fed just sayingdh covid19 coronavirus
88,0,fuel prices from monday march 16 2020 are expected to fall by between 5 to 8 percent which would bring some relief to consumers but whether commercial vehicle operators would reduce fares is another matter to fight over another day
89,0,our country is now in a 4 week lockdown were all to stay at home and leave only for supermarket runs everything is closed wife is essential services and im working from home with our kids surreal times fuck off covid2019 nzs got this kia kaha
90,0,im urging congress to provide aide to small business in tonights bill lets keep employees on payroll amp stabilize unemployment until coronavirus is over small biz employs 23 of workers and 98 of our trade is conducted by small biz 95 of consumer market is outside us
91,0,did the government not promise they the vulnerable would have food deliveries every supermarket food delivery that i have tried says they are not delivering and are focusing on stores conservatives covid19 vulnerable stayathome selfisolation
92,0,hi jen were very sorry for the delayed reply starting on march 19th to assist those working from home during the covid19 situation we will be providing our consumer and small business customers with turbo hubs turbo sticks and mifi devi
93,0,opinion the australian housing market is at risk from the coronavirus recession australia has now entered a relatively short recession that sees unemployment rise to around 75 would likely only set prices back around 5 or so after which prices woul
94,0,thread covid 19 and food a people need food otherwise they die b to get food people are going to supermarkets c because they are worried about food supplies they are spending a long time in supermarket queues 1 4
95,0,supermarket employees being treated badly because of arsewipe panicbuyers theyre working hard to keep our stocks replenished wheres the respect coronavirus tesco panickbuyinguk
96,0,if anyone notices shops putting prices up in this time of need make sure to remember those shops once the crisis ends and never use them again coronavirus
97,0,why are people panic buying toilet paper and other daily essentials this consumer behavior expert explains the chaos we re seeing in supermarkets as the spreads more via
98,0,nicole stop online shopping theres only so many loungewear sweats you need stayinghome stayhomesavelives
99,0,coronavirus soon shoppers will be discovering just who are essential workers the exploited cheap migrant labour normally used by farmers to pick the fruit and veg we expect to find on supermarket shelves c4news
100,0,it would ameliorate the food shortage it can go a long way to take care of my family foe the extended period of the covid 19 lockdown with 1000 i would be able to have some stock of food groceries pay some bills
101,0,tips from on how to avoid coronavirus scams covid19 coronavirus coronavirusoutbreak covid19
102,0,why arent grocery store employees constantly wiping and spreading things down if we were in a hazmat dangerous situation bc coronavirus is a lie hoax
103,0,a store that does not need to be open is considering all the grocery stores still open make a rule that only allows the elderly to shop every1 else can do a store pickup you are putting your employees at risk when you dont even provide them protective gear covid2019
104,0,it is starting to dawn on us how serious covid 19 can be that we are absolutely not safe at work and that this can take months
105,0,march 1999 oil price 14 40 up from the lows oil producers from 13 nations will cut world oil production at least 2 7 in their latest attempt to boost prices oil ministers from five nations said back in the days we did not have the
106,0,toronto housing prices are staying resilient amid the covid19 outbreak however there are signs indicating activity may be coming to a screeching halt prices are up by 145 year over year so far this month as we entered it with a historically low le
107,0,luxury seafood supply hit by axed flights as coronavirus bites
108,0,now is a time to access your consumption when you have no option to go out and do a supermarket shop for everything amp the extras i hope you think about what you actually consume what you waste and what luxury items you dont really need covid19 perspectives rethink eco
109,0,he we appreciate your previous directives combats set to fight against covid 19 need to double efforts amp set new orders is overdue though the pressing situation has interrupted the economy govt should consider the welfare of
110,0,keeping hands clean is key to preventing the spread of coronavirus but what about those who dont have access to the bare essentials needed in afghanistan our local partner has been distributing hand sanitizer to 600 women displaced by violence living in 3 camps across kabul
111,0,emergency power no11a anybody who is an ignorant fecker to supermarket staff gets immediately locked into to a large box with some cranky badgers covid19
112,0,zac alley says he has no idea how he contracted covid19 he says the only place he had visited was the grocery store
113,0,amazing how little my life has changed since covid19 has hit i have lived alone for yrs i stay home almost all the time anyway amp cuz i work at a grocery store my job isnt in jeopardy not bragging ive just realized ive been living in my own personal pandemic for years
114,0,or they can give individual citizens a stimulus ubi check amp shut everything down for 2 4wks including collecting on paymts amp paying employees stimulus checks can be used for food meds freeze everything reopen when covid 19 is controlled amp the panic hysterics are over with
115,0,consumer protection alert be aware of coronavirus related cyber security scams do not reveal personal or financial info in emails avoid clicking on unsolicited links use trusted sources always report attacks need to file a complaint
116,0,duncan garner interviews ceo geoff walmsley about how our weekly consumer snapshot research can help businesses track and understands consumers reactions to the covid19 crisis
117,0,maybe it is time we banned reusing bags at the grocery store coronacrisis viruscorona bringbackthebag
118,0,vonhrp demand to supply the food for poor people of pakistan its your responsibility because due to covid19 lockdown in different provinces of pakistan business are closed and no earning for daily wage workers and they need food for their families
119,0,a corona virus monster from warrenton missiouri usa his name is cody pfister says who s scared of corona virus licks products at walmart supermarket city of warrenton police department have arrested him
120,0,coronavirus in alwar rajasthan in mia company name varun beverage limited is selling goods in black and high prices in the lockdown period to the dealer and people so i request the authority to take action those greedy people those people
121,0,did you panic buy a lot of nonperishable items echo needs food donations it is also looking for volunteers to pack boxes volunteers will be screened to be sure they dont have covid19
122,0,how can companies send threatening letters like this during this time the original bill was 355 disgusting really coronacrisisuk coronacrisis inthistogether
123,0,director niki is taking a look at global oil prices the next victim of coronavirus and megalomaniacs covid19 oilpricewar oilprice
124,0,coronavirus how to avoid fraudsters during covid19 outbreak coronavirus covid19 covid19 covid19 corona coronavirusoutbreak prepper survival bushcraft rt follow
125,0,algeria under pressure to find new sources of finance set up a religious body in charge of islamicfinance after being badly hit by the sharp fall in global oil prices with the coronavirus pandemic deepening the countrys financial crisis
126,0,says it plans to hire 100000 new workers for warehouses and delivery service in the us as more people turn to online shopping for supplies as theyre isolated at home during the coronavirus outbreak
127,0,stressed at the health clinic due to covid19 the barrel selfisolating at home the barrel stockpiling at the supermarket the barrel
128,0,theres still no ice cream or inflated prices no snacks no baked goods starving coronavirus lyingnewsom
129,0,the pandemic plus the fall of prices and a drop off in demand are hitting the markets hard but making cheaper in many parts of the world and president says it s part of his strategy my report
130,0,is a zerorisk bias impairing your crisis response coronavirus covid19 stophoarding
131,0,brent has again retreated governed by the demandsupply double whammy with covid19 raging unabated and anticontagion measures boding ill for the global economy an opec rapprochement even if achieved would struggle to lift prices amid retreating demand
132,0,the impact of covid19 and the fall in commodity prices have hit fiscal revenues hard
133,0,all i wanna do is shot shot shot shot cock the gun cash register sound and take your tp covid19 toiletpaper toiletpaperpanic covidiots coronavirus
134,0,state counsellor daw auang san suu kyi said profiteers taking advantage of covid19 will be prosecuted masks amp other products are need for the public amp excessive prices will not be tolerated people should file complaints with government
135,0,bahrain alosra supermarket sar branch in najibi center closed for suspected case of covid19
136,0,fuck all you panic buyers this was the aftermath of going shop to shop trying to get toilet paper covid19 coronavirus toiletpaper
137,0,widespread coronavirus lockdowns will spell a massive shortterm impact on consumer spending and gdp we estimate that a 3week lockdown affecting 5090 of a population in a given 3month period will cut consumption by 58
138,0,vulture capitalists 3m selling masks at inflated prices at a time of national crisis truly despicable americans should get it at reasonable prices 3m ccpvirus chinesevirus19 covid19 pandemic warroompandemic 30moredays stayhomesavelives
139,0,me the grocery store grabbed something off a shelf amp turned around only to see a middle aged guy casually pushing his trolley some 2ft away from me cue inner panic and me hurrying away what happened to yo
140,0,amongst all the messages of doom and gloom some glimmers of hope that you can do something to prevent it it doesn t come from a pill bottle but in the produce section of the grocery store
141,0,and stop stockpiling covid19 coronavirus stayathome stayhome stophoarding stoppanicbuying stopstockpiling stopthespread
142,0,with milk prices plunging to lows dairy farmers are dumping the product to curb an oversupply during the lockdown more
143,0,ive been warning about food shortages stock up covid19 crisis heaps pressure on nations food banks via
144,0,as massachusetts closes child care facilities in response to coronavirus heres a list of emergency drop in locations available to parentsguardians who are first responders amp essential workers grocery store amp pharmacy employees covid19ma
145,0,when toilet paper sales exceed food covid 19 coronavirus by the numbers what kiwis have been panic buying via
146,0,went to their website looks dodgy to me and seems to be selling as infection detection not looking for past infection and perhaps direct to consumer
147,0,any stimulus package passed should send money directly to the consumer and not to shareholders or debt payoff by big corporations lets not repeat mistakes of 2008 nobuybacks covid19 coronavirus
148,0,100 we should be 4 drs rns truck drivers grocery store employees but we also need 2 acknowledge our bankers money is 1 of the most unsanitized dirty items out there that is spread around wo bankers banks cant open then u cant get cash covid19 thankabanker
149,0,part 2 no toilet paper don t do this
150,0,ontario craft beer options during covid19 updated still shipping but retail store closed breweries stopping all operations until further notice fairweather brewing via
151,0,all these covid19 posts are getting me so anxious and paranoid i end up stress eating stock food
152,0,overheard at the supermarket can i catch the virus from myself i weep for our future coronavirus covididiots coronaviruslockdown stayhome wednesdaythoughts
153,0,butchers offer home deliveries with prices cut for over 70s ben creese country butchers are going the extra mile during the covid19 pandemic and they are also offering discounts to public service workers
154,0,a man accused of sneezing and coughing on people in a christchurch supermarket in new zealand amid the coronavirus pandemic has been remanded in custody as he awaits covid19 test results worldnews newzeland coronavirus more
155,0,we continue to monitor updates from businesses offering carry out delivery and pick up options as well as online shopping during the current health crisis check out our list along with an activity book here
156,0,there is no need to panic buy there is plenty of food and production is still underway the surge in buying just overwhelmed the orderingstocking of stores covid2019 coronavirus
157,0,for the duration of the crisis my local supermarket has a 0900 1000 slot exclusively for the elderly over 60s i walked in at 0945 and wasnt challenged now i really do feel old amreading amwriting covid19
158,0,oil prices increased today as hopes that the worlds biggest oil producers will agree to cut output overshadowed analysts fears that a global recession in the wake of the coronavirus crisis could be deeper than anticipated oilprice coronavirus oil
159,0,trust me most kenyans wont die due to corona but rather from shortage of food because of quarantine measure covid19
160,0,on bank of queensland boss george frazis warns of steep fall in housing prices as bites and that at the margins some cases of negative equity but thinks gov t will provide more emergency stimulus if jobless rate goes into double digits
161,0,economic activity will be severely depressed for some time real interest rates must rise or resources will be misallocated asking policy makers for artificially low real rates is wrong we need implicit transfers not distorted prices coronavirus economicresponse
162,0,bullshit just to be clear they are asking citizens to wear face masks when going to the grocery store but are asking nurses not to wear a face mask in a 19 ward bullshit
163,0,as you are social distancing confined to your home you may cope by shopping online this may temporarily give a sense of control in the midst of chaos remember as you buy to keep purge to breathe fashionpsychologist dresyourbestlife fashionpsychologyfield coronavirus
164,0,how will we come through the other side of the coronavirus covid19 give it 3 months the unity will have been forgotten brits will be back to a consumer society as if nothing happened a white bmw will be a give away to your mindset image is revealing mile wide inch deep
165,0,decisions taken unilaterally only serve to create more panic and confusion istanbul mayor mamolu said he hasnt been informed in advance about the govt decision for a 48hour curfew to contain coronavirus after the announcement people flocked to the streets to buy food
166,0,if grocery store clerks are considered part of an essential service then why the hell dont they deserve a living wage covid2019
167,0,coronavirus if sanitizer having alcohol can kill virus then we can give alcohol through glucose to arrogant virus positive patients and see the results instead of waiting for vaccine which will come after year
168,0,whats positive about corona virus helping to fight climate crisis stock markets are disrupted oil prices are getting lower flights cancelled more family gatherings works can be done via emails and from home distance education is working comrade covid19
169,0,food delivery giants are resisting calls to cut their profit margins as demand surges during the coronavirus lockdown frustrated small business owners telling 7news they are in a nowin situation coronavirus 7news
170,0,okay so my mom just lost her job cause its closed cause of covid19 my dad is almost never home so we probably dont have enough money to do stuff so my mom went and panic bought food help
171,0,the german word for panic buying literally means hamstering hamsterkauf and thats very much in evidence in my local supermarket coronavirus covid19
172,0,what is being done to ensure food and other essential products are being restocked at supermarkets and panic buying actively discouraged it cannot be left to checkout staff to police the actions of the selfish and profiteer
173,0,panicking about getting fresh food if you re self isolating or the supermarket shelves are empty look up your local milkman like paul luke ecofresh dairy they may also be picking up other supplies for vulnerable people during
174,0,meet baby sanzi shes lonely and misses her friends on the grocery store shelves ik this covid19 pandemic has everyone freaking out but please avoid the urge to panic shop stockpile resources sanzi needs her buds and the stores will be open
175,0,things have gone from bad to worse in the uk panic buying at grocery stores people are reporting no food left see video below chinavirus covid19 madmax coronavirus uklockdown coronavirusoutbreak quarantine panicshopping
176,0,10th emergency order of the covid19 outbreak by the texas supreme court certain consumer debt collections limited
177,0,shareprices of listed mining companies are in a downward spiral commodity prices across the industry have been tumbling as the industry considers the devastating aftershocks of this black swan event covid19 africa technologynews mining economy
178,0,jesus your cat isnt going to catch coronavirus because your dog went outside unless dog put paws all over the dirty grocery store cart and punched cat in the face though i do see some of you idiots with dogs in shopping carts so you never know
179,0,i know we are in national crisis of the corana virus bs but please do no empty the supermarket ppl need milk and eggs and chicken and meat be considered to other coronavirus miamichef cheflife chefrecio305
180,0,bitte anschauen 12 emotionaler aufruf von gehard bosselmann aus hannover bitte gehen sie zu ihrem bcker um die ecke schei egal wie der heit bitte gehen sie hin bcker mittelstand handwerk landbckereibosselmann hannover emsland covid19 coronavirus
181,0,you might be vulnerable to scammers while online shopping heres what to look out for
182,0,our flight home was completely full during covid19 absolutely no social distancing at all we are appalled at the lack of care shown by ba and also disgusted that ba increased their prices after fco advised travellers to return home br
183,0,that is all i got from the grocery store the other day it is ok with me so far i can deal with the self quarantine netflix books cleaning tcm craft ask me in few daysweeks i turn into kathy bates in miserychinavirus
184,0,food banks struggle as demand explodes coronavirus
185,0,here you would think people avoid crowds why is my supermarket so packed with ppl then covid19
186,0,people in uae are being reassured that there is no need for panic buying as all food items will be available at all times uae panicbuying coronavirus covid19
187,0,just been informed today the whitstable harbour restuarant is erecting a temporary food structure for serving food due to the high demand over the weekend how simply disgusting the government says stay at home or less necessary 19
188,0,boris johnson is speaking to supermarket bosses today about how to overcome the panic buying that is gripping the uk they will also discuss efforts to keep supplies flowing covid19 coronacrisisuk coronacrisis
189,0,the supermarket chain giant eagle is taking steps to ensure the highest levels of sanitation while its stores continue to operate during the covid 19 crisis do you think other stores should do the same
190,0,thinking of all the toilet paper and eggs i wasted on friends houses now i wish i had what i wasted toiletpaper eggs tping coronavirus coronaviruspandemic
191,0,yes boris just overlooked completely the highriskcovid19 were just ignored yet we are the ones who are selfisolating doing the right thing but having to pay higher prices for food can shop online but even that is impossible i broug
192,0,supermarkets still not sorted home delivery for 15m vunerable adult in isolation for 12weeks all blame government for not providing the database in meantime relatives are risking going shopping covid2019 supermarket vulnerable highriskcovid19 sainsburys tesco asda
193,0,in response to corona amp canceled events online shopping has risen since the covid19 virus our unparalleled response to the coronavirus emergency plan exclusively for our vendors if we cant bring the people to us then we will bring us
194,0,if your throwing away piles of food this week because you panic bought then your a fucking idiot foodwaste coronavirus coronaviruslockdown
195,0,incomprehensible in a lidl supermarket in a customer rioted there by spraying the entire supermarket with a fire extinguisher including many foods that are no longer salable
196,0,this is going to a mess coronavirus and then oilprice i dont think it will go below zero but it will be a double whammy for the economy oilpricewar
197,0,reality is those who ignored the weeks of warnings to either stay home or come home are the same ones who will hop off a flight head straight to the grocery store and grab a latte theres an affluenza outbreak riding along covid19
198,0,consumer shopping habits during covid19 crisis
199,0,lockdown day 4 going to the supermarket it took me 5 days to go outside because i had enough food my town santapola looks a ghost village i feel in a horror film but its quite real stayathome quedateencasa stopcovid19 covid19 espaa spain vamos
200,0,amp please do something about panic buying hoarding of food amp basic necessities in boston this is nuts im an essential employee amp after a long week work cant even get bread or tp coronavirus coronavirususa coronavirusmassachusetts
201,0,us stock futures fell sunday as mondays opec meeting gets delayed and uk prime minister boris johnson is hospitalized with covid19
202,0,hey rush limbaugh why don t you go to your local publix supermarket and bag groceries you can do it today joe scarborough to senior citizen with stage 4 lung cancer joe
203,0,export restrictions may cause global food shortages as pandemic rages foodshortage quarantine socialdistancing stayhome coronavirus covid19 lockdown
204,0,if the coronavirus is that deadly and contagious why are we allowed to go to the grocery store with so many people majority of them dont follow social distancing covid19out lockdown covid19out
205,0,disney warns coronavirus outbreak could change consumer behavior at theme parks and other businesses yournerdsidepodcast yournerdside kblx1029 podcast disney covid19 coronavirus spreaker spotify tunein applepodcast
206,0,turned process into leftwing episode of supermarket sweep mitch mcconnell crushes democrats and nancy pelosi before monday coronavirus relief vote video via
207,0,trumps bumbling teleprompter reading did not instill confidence the american people are panicking grocery store was much busier than normal for a thursday afternoon cashier said it had been going on all day gas station busy it will only get worse trumpresign covid19
208,0,us president donald trump will meet with ceos from major us energy companies at the white house to discuss falling prices due to collapsing demand during the coronavirus outbreak covid19
209,0,nigeria to lower petrol pump prices to 130 naira per litre from 145 naira approved the lower price at a cabinet meeting no reason has been given for the decision but benchmark crude prices have tumbled in the face of the coronavirus pandemic covid19
210,0,i see some people complaining that the prices of petrol has not been dropped in line with crude oil prices in this moment of crisis the 4 per litre for covid19 is something we all can think of as our contribution to ensure safekeeping of our economy good job 33
211,0,it might get more urgly in the coming days with covid19 ugandans are still leading reckless lifestylesupermarket trolleys and shopping baskets are a huge trap they are not disinfected
212,0,this is how rwanda is managing the risk of price hiking under the coronavirus crisis prices for basic food staples are rising in africa as consumers stock on essentials and sellers seek profits amid the coronavirus scare across the cont
213,0,losing your minds and have been deceived by mass panic and paranoia get a grip covid 19 will eventually be compared to influenza what happens when mass rioting happens because people lose their jobs have no money and no food
214,0,i went to put a few bits in food bank collection at the supermarket only to turn around to see a shopper someone lean in steal items from it needless to say security did nothing is this really the world we are living in its disgusting coronacrisisuk covid19
